id,status,source_domain,sentence,prelabel_rule_v4,prelabel_sonnet46,unaligned,comment,human_spans
1924-s0010,todo,人工智能招聘,"5、热爱本职工作,认真细致,逻辑清晰，执行力&amp;","认真细致,逻辑清/T",认真细致/T | 逻辑清晰/T | 执行力/T,,修正半词，拆分并列特质,
1925-s0000,todo,人工智能招聘,1、负责电商业务数据采集整理，对数据进行深度分析、挖掘和建模；,电商业务数据采集/S | 深度分析/S | 挖掘和/S,数据采集/S | 深度分析/S | 挖掘/S | 建模/S,,修正半词，拆分并列技能，不标领域词,
1925-s0001,todo,人工智能招聘,2、对用户行为数据进行分析和挖掘，建立数据分析体系及各项报表，并撰写分析报告；,用户行为数据进行/S | 建立数据分析体系/S | 撰写分析报告/S,分析/S | 挖掘/S | 建立数据分析体系/S | 撰写分析报告/S,,修正半词，拆分并列技能，只标技能不标对象,
1925-s0002,todo,人工智能招聘,3、为公司电商运营决策、产品方向提供数据支持。,电商运营决/K | 产品方向提/K | 数据支持/S,数据支持/S,,删除半词和领域词，保留技能,
1925-s0005,todo,人工智能招聘,任职要求：1、本科学历，统计学、数学、计算机语言等相关专业，英语4级或以上；,统计学、数学、计/K | 英语4级或以/L,本科学历/K | 统计学/K | 数学/K | 计算机语言/K | 英语4级/K,,修正半词，拆分专业，英语等级证书归K,
1925-s0006,todo,人工智能招聘,2、良好的沟通能力，能熟练完成抽取数据、制作图表、完成数字展示等流程，良好的适应能力及学习能力；,良好的沟通能力/T | 完成抽取数据、制/S | 良好的适应能力及/T,沟通能力/T | 抽取数据/S | 制作图表/S | 数字展示/S | 适应能力/T | 学习能力/T,,修正半词，拆分并列技能和特质，不标熟练等动词,
1925-s0008,todo,人工智能招聘,4、熟悉数据分析与数据挖掘理论，熟悉常用的数据库，熟练地使用SQL，至少能熟练地使用1种统计和数据挖掘软件；,数据分析与数据挖/K | 常用的数据库/K | 使用SQL/S | 使用1种统计和数/S,数据分析/K | 数据挖掘理论/K | 数据库/S | SQL/S | 统计/K | 数据挖掘软件/S,,修正半词，理论归K，工具归S，拆分并列项，不标熟悉使用等动词,
1925-s0010,todo,人工智能招聘,6、逻辑思维严密，具备敏锐的洞察力和独立分析能力，较强的分析报告撰写能力和团队沟通协调能力。,逻辑思维严/T | 洞察力和独立分析/T | 分析报告撰写能力/T,逻辑思维/T | 洞察力/T | 独立分析能力/T | 分析报告撰写能力/T | 团队沟通协调能力/T,,补全半词；拆开并列,
1925-s0011,todo,人工智能招聘,7、对电子商务有浓厚兴趣，对工作有较强的责任心，能承受一定的工作压力，有电商数据分析工作经验者尤佳。,电子商务有/K | 有较强的责任心/T | 电商数据分析工作/K,责任心/T,,电子商务兴趣是口号；电商数据分析是经验年限描述不标,
1925-s0012,todo,人工智能招聘,8、无实际外贸相关工作经验者，根据面试情况，安排上岗前熟悉店铺运营等项目实操。,店铺运营等项目实/K,店铺运营/S,,补全半词；运营是可执行技能归S,
1926-s0000,todo,人工智能招聘,工作职责： 1. 负责冷热钱包模块及开发工作，快速实现功能并保证代码质量 2. 负责对接区块链公链和联盟链，以及钱包的对接 3. 保障系统稳定性同时，能够通过改造提升系统性能 4. 负责研究比特币、以太坊等众多区块链钱包功能特性，协议，算法和优劣;,冷热钱包模块及开/S | 代码质量/S | 对接区/S | 联盟链/K | 钱包的对接/S | 系统稳定性同/S | 改造提/S | 系统性能/S | 研究比/S | 以太坊等众/K | 区块链钱包功能特/K,冷热钱包/K | 开发/S | 对接/S | 区块链/K | 公链/K | 联盟链/K | 比特币/K | 以太坊/K,,删除所有半词；职责描述词如代码质量系统稳定性等不标；拆开并列,
1926-s0001,todo,人工智能招聘, 5. 跟踪区块链领域相关技术变化，并应用于具体业务中。,跟踪区/S | 应用于/S,[],,职责描述句,
1926-s0002,todo,人工智能招聘, 任职要求： 1. 全日制本科及以上学历，计算相关专业，五年以上软件开发经验，两年以上区块链相关开发经验;,计算相关专业/K | 软件开发经验/S | 区块链相关开发经/S,本科及以上学历/K | 计算相关专业/K,,补全半词；年限数字不标,
1926-s0003,todo,人工智能招聘, 2. 两年以上区块链相关技术研发经验;,区块链相关/K | 技术研发经验/S,区块链/K,,年限不标；技术研发经验过于宽泛,
1926-s0004,todo,人工智能招聘,"精通java,python, c/c++, go , node.js等主流区块链系统开发语言两种;",[],java/S | python/S | c/c++/S | go/S | node.js/S,,编程语言归S；拆开并列,
1926-s0005,todo,人工智能招聘, 3. 熟悉区块链底层技术原理，熟悉p2p网络和分布式存储，熟悉主流的共识机制;,区块链底层技术原/K | p2p网络和分布式存/K | 主流的共识机制/K,区块链底层技术原理/K | p2p网络/K | 分布式存储/K | 共识机制/K,,补全半词；拆分并列,
1926-s0006,todo,人工智能招聘, 4. 深入理解区块链原理，数字货币机制和主流数字货币主流区块链开源项目的实现机制及运行原理;,区块链原理，数字/K,区块链原理/K | 数字货币机制/K,,补全半词；拆分并列,
1926-s0008,todo,人工智能招聘, 7.精通solidity 8.熟练搭建主流币种(btc、eth、trx、txz、xrp、eos...)的节点。,solidity 8./S | 搭建主/S | 节点/S,solidity/S | 搭建/S | 节点/S,,去掉序号；补全半词；拆分能力,
1927-s0000,todo,人工智能招聘,岗位描述：1、负责计算机网络、监控、考勤、报警、门禁、广播等信息化及智能化设备的安装调试，技术支持；,计算机网络/K | 监控/K | 安装调试，技术支/S,计算机网络/K | 安装调试/S | 技术支持/S,,监控是岗位对象非能力要求；拆分并列S；补全半词,
1927-s0002,todo,人工智能招聘,2、项目现场的材料使用、保管及材料报验等工作；,材料使用/S,材料使用/S | 保管/S | 材料报验/S,,拆分并列,
1927-s0003,todo,人工智能招聘,3、懂CAD绘图基本操作；,CAD绘图基/S,CAD绘图/S,,补全半词,
1927-s0004,todo,人工智能招聘,4、负责项目的售后维护服务，提供系统技术咨询服务，现场技术的支持；,售后维护服务/S | 系统技术咨询服务/S,售后维护/S | 技术咨询/S,技术支持,拆分并列；去掉泛化的服务二字,
1927-s0006,todo,人工智能招聘,2.中专以上学历，智能化、计算机、物联网等相关专业；,智能化/K | 计算机/K,中专以上学历/K | 智能化/K | 计算机/K | 物联网/K,,补充学历；拆分并列专业,
1928-s0000,todo,人工智能招聘,职位描述： 1. 负责公司智能投顾产品的方案设计开发；,方案设计开发/S,方案设计/S | 开发/S,,拆开并列的技能,
1928-s0001,todo,人工智能招聘, 2. 组织协调研发研究资源，确保产品按质交付；,组织协调研/T | 产品按质交付/T,[],,岗位职责描述，不标,
1928-s0008,todo,人工智能招聘, 2. 动手能力强，熟悉SQL，excel，能够将各式各样的数据（金融产品数据，用户行为数据等）通过算法模型进行有效组织，生成可落地的解决方案；,能力强/S | SQL，excel/S | 将各式各样的数据/K | 算法模型进/S | 有效组织/S,SQL/S | excel/S | 算法模型/K,,拆开工具；动手能力强太泛；有效组织是职责描述,
1928-s0010,todo,人工智能招聘, 4. 具有一定的金融背景知识，熟悉资产管理行业；,金融背景知识，熟/K,金融/K | 资产管理/K,,补全半词，拆开领域知识,
1929-s0003,todo,人工智能招聘,2、拥有流程机器人开发和实施经验，使用UiPath或UiBot等优先，熟悉rpa框架(如python-rpa)者优先；,流程机器人开发和/S | 使用UiPath或UiBot等优先/S | rpa框架(/S | 如python-rpa)者优先/S,流程机器人开发/S | UiPath/S | UiBot/S | python-rpa/S,,拆开工具，去掉优先等修饰词,
1929-s0005,todo,人工智能招聘,"3、熟悉软件开发流程和方法,掌握至少一种编程语言，例如Java,C#,Python等;",和方法/K,Java/S | C#/S | Python/S,,只标编程语言，流程方法太泛,
1929-s0010,todo,人工智能招聘,7、熟悉常见的Python框架，熟练运用pandas处理数据，熟悉常见的数据库，熟练掌握Mysql，Mongodb，Redis者优先；,常见的Python框架/S | 运用pandas处理数据/S | 常见的数据库/K | Redis者优先/S,Python框架/S | pandas/S | Mysql/S | Mongodb/S | Redis/S,,拆开各工具，去掉修饰词,
1929-s0011,todo,人工智能招聘,岗位职责：1、负责机器人流程自动化RPA产品国产linux桌面版的程序开发及文档撰写工作；,程序开发及文档撰/S,程序开发/S | 文档撰写/S,,补全半词并拆开,
1929-s0012,todo,人工智能招聘,2、负责关键技术探索、指导、培训；,关键技术探索、指/S,关键技术探索/S | 指导/S | 培训/S,,拆开并列，补全半词,
1930-s0000,todo,人工智能招聘,岗位职责： 1、负责交通大数据分析模块的需求分析、算法设计和代码实现 2、参与系统稳定性、扩展性提升和性能调试 岗位要求： 1. 本科及以上学历，计算机或数学相关专业；,需求分析/S | 算法设/S | 系统稳定性/S | 扩展/S | 计算机或数学相关/K,需求分析/S | 算法设计/S | 代码实现/S | 系统稳定性/K | 扩展性/K | 性能调试/S | 本科及以上学历/K | 计算机/K | 数学/K,,补全半词，拆开并列专业，系统稳定性和扩展性为领域知识,
1930-s0001,todo,人工智能招聘, 2. 熟悉常用数据结构，算法和数组操作；,数据结构，算法和/S,数据结构/K | 算法/K | 数组操作/S,,拆开并列，数据结构和算法为知识,
1930-s0004,todo,人工智能招聘, 5. 关注新业务和新技术，学习能力强，具有一定的创造力和承压能力。,学习能力强/T | 创造力和承压能力/T,学习能力/T | 创造力/T | 承压能力/T,,拆开并列软技能,
1931-s0001,todo,人工智能招聘,） 1. 计算机或相关专业本科以上学历，3年以上工作经验；,或相关专业本/K,计算机/K | 本科以上学历/K,,补全半词，拆开专业和学历,
1931-s0002,todo,人工智能招聘, 2. 熟悉常见的图像处理、图像分析、图像识别基本算法，有实际项目经验者优先；,图像处理/K | 图像分/K,图像处理/K | 图像分析/K | 图像识别/K,,补全半词，拆开并列,
1931-s0003,todo,人工智能招聘, 3. 熟练掌握CC和C编程语言者优先；,CC和C编程语言者/S,C/S,C++,编程语言为S，推测CC为C和C++,
1931-s0005,todo,人工智能招聘, 5. 有撰写文档的能力，有设备实时通信系统经验者优先。,撰写文档的能/S | 设备实时通信系统/K,撰写文档/S | 设备实时通信系统/K,,补全半词,
1931-s0008,todo,人工智能招聘, 2. 完成视觉算法的实现，主要包括基于深度学习的图像识别、物体识别，同时结合业务需求进行相应算法优化；,完成视觉算法的实/S | 基于深度学习的图/S | 业务需求进/K | 算法优化/S,视觉算法/S | 图像识别/S | 物体识别/S | 算法优化/S,,补全半词，删除非技能动词,
1931-s0009,todo,人工智能招聘, 3. 参与工业领域的机器视觉技术研发项目的开发：图片特征处理、外观识别、零件分类等；,机器视觉技术研发/K | 开发：图片特征处/S,机器视觉/K | 图片特征处理/S | 外观识别/S | 零件分类/S,,补全半词，拆分并列,
1931-s0010,todo,人工智能招聘, 负责软件项目软件设计及开发工作；,软件项目软/K | 开发工作/S,软件设计/S | 开发/S,,补全半词，拆分并列,
1932-s0001,todo,人工智能招聘,2、负责与客户沟通，前期调研并根据客户需求，设计定制化的解决方案，并负责客户的解决方案交流。,与客户沟通，前期/T | 设计定/S | 客户的解决方/S,沟通/T | 调研/S | 设计/S,,补全半词，拆分短跨度,
1932-s0002,todo,人工智能招聘,根据客户需求设计落地性方案，并负责整个项目的管理以及具体方案落地实施；,设计落/S | 项目的管理以/S | 具体方案落地实施/S,设计/S | 方案落地实施/S,项目管理,补全半词，拆分并列,
1932-s0003,todo,人工智能招聘,4、负责不同场景下模型开发工作，包括但不局限于营销模型、个贷风控模型（ABC卡开发）、小微企业评级模型及各类深度学习算法的等开发；,模型开发工作/S | 营销模型/K | 个贷风/K | 小微企业评级模型/K | 深度学习算法的等/S,模型开发/S | 营销模型/K | 个贷风控模型/K | 小微企业评级模型/K | 深度学习算法/S,,补全半词，删除冗余词,
