id,batch,status,source_domain,conflict_kind,empty_hint,sentence,prelabel_rule_v4,suggest_codex,suggest_doubao,suggest_kimi,human_spans,comment
1920-s0001,13,todo,人工智能招聘,empty_mismatch,, 2、熟悉公司各种仪器设备，完成测试并写出测试报告;,公司各种仪器/K,[],测试/S,仪器设备/S | 测试/S,,
1920-s0002,13,todo,人工智能招聘,span_mismatch,, 3、学习公司产品设计，逐步成为一名优秀的电子工程师;,学习公/S | 产品设计，逐步成/K,产品设计/S | 逐步成/K,电子工程师/S,产品设计/K | 电子工程师/K,,
1920-s0003,13,todo,人工智能招聘,span_mismatch,, 4、配合硬件工程师完成硬件设计文档资料及相关生产资料的整合(如制作BOM表、规格书、物料替代）等。,配合硬/T | 完成硬/S | 制作BOM/S | 规格书/S | 物料替代/S,BOM/S | 规格书/S | 物料替代/S,物料替代/S,硬件设计/S | BOM表/S | 规格书/S | 物料替代/S,,
1920-s0005,13,todo,人工智能招聘,empty_mismatch,, 2、能够看懂电路原理图，熟练焊接各种元器件;,够看懂电路原理图/S | 练焊接各种元器件/S,练焊接各种元器件/S,[],电路原理图/K | 焊接/S | 元器件/S,,
1920-s0006,13,todo,人工智能招聘,span_mismatch,," 3、2年以上相关工作经验，熟练使用PADS,AD等硬件工具,能看得懂英文资料，能写;",使用PADS/S | 等硬件工具/K | 能写/S,英文/L | 能写/S,PADS/S | AD/S | 硬件工具/K,PADS/S | AD/S | 英文资料/L,,
1920-s0007,13,todo,人工智能招聘,span_mismatch,, 4、工作积极主动，责任感强，能吃苦耐劳;,积极主/T | 责任感强/T | 吃苦耐劳/T,责任感/T | 吃苦耐劳/T,工作积极主动/T | 责任感/T | 吃苦耐劳/T,积极主动/T | 责任感强/T | 吃苦耐劳/T,,
1920-s0009,13,todo,人工智能招聘,span_mismatch,, 6、有智能音箱，蓝牙音箱电子产品设计、测试及电子维修相关经验优先。,电子产品设计、测/S,产品设计/S,智能音箱/K | 蓝牙音箱/K | 电子产品设计/S | 电子维修/S,电子产品设计/S | 测试/S | 电子维修/S,,
1921-s0000,13,todo,人工智能招聘,empty_mismatch,,岗位职责： 1. 参与项目的需求分析，负责产品后台系统的设计、开发、调试和维护工作；,需求分析/S | 产品后台系统的设/S,需求分析/S,[],需求分析/S | 开发/S | 调试/S | 维护/S,,
1921-s0001,13,todo,人工智能招聘,span_mismatch,, 2. 负责DevOps、日志监控等研发效率平台的研发和运维 3. 推动优秀软件工程方法、流程和规范在团队落地；,日志监控等研/S | 运维/S | 推动优/S | 方法/K | 流程和规范/K | 落地/S,运维/S | 软件工程/K | 落地/S,DevOps/S | 日志监控/S | 软件工程方法/K,DevOps/S | 日志监控/S | 研发/S | 运维/S | 软件工程方法/K | 流程和规范/K,,
1921-s0002,13,todo,人工智能招聘,span_mismatch,, 4. 负责设计文档编写、自动化测试工具编写和代码审查 5. 负责相关软件的维护完善和升级 任职要求： 1. 本科或以上学历，具有3年以上后端工作经验。,设计文档编写、自/S | 维护完/S | 和升级/S,文档编写/S | 自动化测试/K | 本科/K,设计文档编写/S | 自动化测试工具编写/S | 代码审查/S | 本科或以上学历/K,设计文档编写/S | 自动化测试工具编写/S | 代码审查/S | 维护完善/S | 升级/S,,
1921-s0003,13,todo,人工智能招聘,empty_mismatch,, 2. 熟练掌握CCGolang开发；,CCGolang开发/S,[],CCGolang开发/S,CCGolang/S,,
1921-s0004,13,todo,人工智能招聘,span_mismatch,, 3. 熟悉后端系统的基础架构设计，有Beego使用经验优先;,后端系统的基础架/K | Beego使用经验/S,后端系统/K | 架构设计/S,Beego/S,后端系统/K | 基础架构设计/K | Beego/S,,
1921-s0006,13,todo,人工智能招聘,span_mismatch,, 5. 熟悉网络编程，掌握TCP、UDP和HTTP等通讯协议；,网络编程/S | TCP、UDP和HTTP等通讯/K,网络/K | TCP/K | UDP/K | HTTP/S,网络编程/S | TCP/K | UDP/K | HTTP/K | 通讯协议/K,网络编程/S | TCP/K | UDP/K | HTTP/K,,
1921-s0007,13,todo,人工智能招聘,span_mismatch,, 6. 数据结构基础扎实，逻辑思维清晰；,数据结构基/K | 逻辑思维清/T,数据结构/K,数据结构/K | 逻辑思维/T,数据结构/K | 逻辑思维清晰/T,,
1921-s0008,13,todo,人工智能招聘,span_mismatch,, 7. 具有高度的责任感，工作积极主动、学习能力强、善于总结，有良好的文档编写能力；,责任感/T | 积极主动/T | 学习能/T | 总结/T | 文档编写能力/S,责任感/T | 学习能力强/T | 文档编写/S,责任感/T | 工作积极主动/T | 学习能力/T | 总结/T | 文档编写能力/S,责任感/T | 积极主动/T | 学习能力强/T | 善于总结/T | 文档编写能力/S,,
1921-s0010,13,todo,人工智能招聘,span_mismatch,, b. 熟悉运营商的公有云平台(电信、联通、移动)；,运营商的公有云平/K | 联通/K | 移动)/K,运营商/K | 云平台/K | 联通/K | 移动/K,电信/K | 联通/K | 移动/K,公有云平台/K | 电信/K | 联通/K | 移动/K,,
1922-s0001,13,todo,人工智能招聘,span_mismatch,,2、未来日志分析需要和大数据分析，人工智能领域结合起来。,大数据分析，人工/K,数据分析/S | 人工智能/K,日志分析/K | 大数据分析/K | 人工智能/K,大数据分析/K | 人工智能/K,,
1922-s0003,13,todo,人工智能招聘,span_mismatch,,岗位技能要求：1.熟练掌握c++语法，命令，常用开发工具，掌握stl等核心API，对代码有极致要求;,命令，常用开发工/S | stl等核/S | 代码有/S,c++/S | 命令/S,c++语法/S | 常用开发工具/S | stl/S | 核心API/S,c++/S | 开发工具/S | stl/S | 核心API/K,,
1922-s0004,13,todo,人工智能招聘,span_mismatch,,2.对测试有基本概念，有良好自测习惯；,对测试有基本概念/K | 自测习惯/T,对测试有基本概念/K,自测习惯/T,测试/K | 自测习惯/T,,
1922-s0007,13,todo,人工智能招聘,span_mismatch,,能用工具分析识别未知网络协议;,工具分析识/S,网络协议/K,工具分析/S,工具分析/S | 识别未知网络协议/S,,
1922-s0008,13,todo,人工智能招聘,span_mismatch,,能够看懂并修改类似ntopng源码，4.了解操作系统原理，熟悉常用操作系统api;,看懂并修改类/S | 操作系统api/K,操作系统/K | 操作系统api/K,操作系统原理/K | 常用操作系统api/K,ntopng源码/S | 操作系统原理/K | 操作系统api/K,,
1923-s0000,13,todo,人工智能招聘,span_mismatch,,职责描述： 1. 负责用户研究分析，为用户提供有效洞察数据，为业务输出有效模型数据 2. 以用户为中心、以数据为导向，产出策略并有效拆解、实施和控制 3. 负责数据策略相关架构设计与实现，搭建数据策略分析模型，实现数据策略产品化、自动化，提高业务问题解决效率 4. 构建可视化的数据分析平台，指导各个业务线的数据和策略优化 5. 基于用户行为的数据挖掘、模型构建、策略效果分析和落地应用 任职要求： 1. 硕士及以上学历，计算机、统计学或相关专业，有扎实的统计学功底，4年及以上数据分析、数据挖掘、策略等相关经验 2. 了解基本的挖掘算法，有相关工程落地经验者优先 3. 至少精通一门编程语言，熟练使用常用算法和数据结构，并具有优秀的编码能力，熟练使用SQL，掌握python或多种数据分析工具 4. 具有优秀的数据分析能力，对运营数据敏感 5. 强策略思考及结构化分析方法，强自驱、主动思考与优秀的项目推动经验 6. 对解决挑战性问题充满热情，善于解决问题和分析问题，擅长就业务和数据进行有效沟通协同，梳理业务逻辑，推动数据分析策略落地 7. 有在线教育、教育数据分析等方面工作经验的优先，会python、SQL、 jubyter的优先 马 克 数 据 网,用户研究分析/S | 提供有/S | 输出有/S | 产出策略并有效拆/S | 数据策略相关架构/S | 构建可视化的数据/S | 优化/S | 数据挖掘/S | 模型构/S | 落地应/S | 统计学或相关/K | 编程语言，熟练使/S | 编码能力，熟练使/S | 数据分析能力/S | 运营数据敏/K | 结构化分析方法/S | 主动思考与优/T | 项目推动经验/T | 解决问题和分析问/S,架构设计/S | 自动化/K | 问题解决/S | 可视化/S | 数据分析/S | 优化/S | 数据挖掘/S | 硕士/K | 计算机/K | 统计学/K | 相关专业/K | 算法/K | 编程语言/K | 数据结构/K | 编码/S | SQL/S | python/S | 分析能力/T | 主动思考/T | 解决问题/S | 分析问题/S,用户研究分析/S | 策略/S | 数据策略产品化/S | 问题解决/S | 数据分析/S | 数据挖掘/S | 模型构建/S | 策略效果分析/S | 硕士及以上学历/K | 计算机/K | 统计学/K | 统计学功底/K | 挖掘算法/K | 工程落地/S | 编程语言/S | 常用算法/K | 数据结构/K | 编码能力/S | SQL/S | python/S | 数据分析工具/K | 数据分析能力/S | 运营数据敏感/T | 策略思考/T | 结构化分析方法/K | 自驱/T | 主动思考/T | 项目推动/S | 在线教育/K | 教育数据分析/S | jubyter/S,用户研究分析/S | 数据挖掘/S | 模型构建/S | 策略效果分析/S | 落地应用/S | 统计学/K | 算法/K | 编程语言/S | 数据结构/K | 编码能力/S | SQL/S | python/S | 数据分析工具/S | 数据分析能力/S | 运营数据/K | 策略思考/T | 结构化分析方法/S | 自驱/T | 主动思考/T | 项目推动经验/T | 解决问题/T | 分析问题/T | 有效沟通协同/T | 业务逻辑/K | 在线教育/K | 教育数据分析/K | jubyter/S,,
1924-s0000,13,todo,人工智能招聘,empty_mismatch,,【岗位要求】：1、负责公司互联网用户运营平台的整体运营管理，包括平台上线产品与行业竞争对手的情况进行综合分析，及时制定应对策略；,公司互联网用户运/S | 平台上线产品与行/S | 制定应对策略/S,用户运营/S | 运营管理/S,[],互联网用户运营/S | 综合分析/S | 应对策略/S,,
1924-s0001,13,todo,人工智能招聘,span_mismatch,,2、负责业务产品运营及推广工作，并进行产品的长期运营规划和短期计划执行；,业务产品运营及推/S | 产品的长期运营规/S,产品运营/S,业务产品运营/S,产品运营/S | 推广/S | 运营规划/S | 计划执行/S,,
1924-s0002,13,todo,人工智能招聘,empty_mismatch,,3、适时作为项目负责人，策划并执行各种互联网运营活动，主动推进并协调UI、BD开发等各方资源；,策划并执行各/S | 运营活/S | 推进并协调UI/S | BD开发等各/S,[],项目负责人/S,策划/S | 执行/S | 运营活动/S | 协调/S,,
1924-s0003,13,todo,人工智能招聘,span_mismatch,,4、负责跟踪平台运营数据，运用大数据分析，精准分析用户行为，推进完善用户体验；,跟踪平台运营数据/S | 分析用户行为，推/S,平台运营/S | 数据分析/S,大数据分析/S,运营数据/K | 大数据分析/K | 分析用户行为/S,,
1924-s0004,13,todo,人工智能招聘,span_mismatch,,5、为公司开发新社群并维护原有社群，负责适时线上社群活动策划及执行。,开发新/S | 维护原/S | 策划及执行/S,策划/S,线上社群活动策划/S,开发新社群/S | 维护原有社群/S | 社群活动策划/S | 执行/S,,
1924-s0005,13,todo,人工智能招聘,span_mismatch,,【任职资格】：1、本科以上学历，信息、管理、经营等相关专业 ；,[],本科/K | 相关专业/K,本科以上学历/K,本科以上学历/K | 信息/K | 管理/K | 经营/K,,
1924-s0006,13,todo,人工智能招聘,span_mismatch,,2、2年以上互联网策划运营管理经验，对互联网行业有深刻的认识与敏感度，有丰富的专业知识；,互联网行业有/K | 认识与敏感度/K | 专业知识/K,运营管理/S | 互联网行业/K | 专业知识/K,互联网策划运营管理/S | 专业知识/K,互联网行业/K | 认识/K | 敏感度/T | 专业知识/K,,
1924-s0007,13,todo,人工智能招聘,span_mismatch,,对互联网的商业模式有深入、成功的实战经验；,互联网的商业模式/K,互联网/K,实战经验/S,商业模式/K | 实战经验/S,,
1924-s0008,13,todo,人工智能招聘,span_mismatch,,"3、能够独立维护公司日常互联网平台,具有较强的语言组织能力和营销文案撰写能力；",维护公司日常互联/S | 语言组织能力和营/T,组织能力/T,语言组织能力/T | 营销文案撰写/S,维护/S | 互联网平台/S | 语言组织能力/T | 营销文案撰写能力/S,,
1924-s0009,13,todo,人工智能招聘,empty_mismatch,,4、良好的沟通协调与推动项目的能力，有清晰的运营规划理念；,沟通协调与推动项/T | 运营规划理/K,[],沟通协调/T | 运营规划理念/K,沟通协调/T | 推动项目/S | 运营规划理念/K,,
1924-s0010,13,todo,人工智能招聘,span_mismatch,,"5、热爱本职工作,认真细致,逻辑清晰，执行力&amp;","认真细致,逻辑清/T",认真细致/T,热爱本职工作/T | 认真细致/T | 逻辑清晰/T | 执行力/T,认真细致/T | 逻辑清晰/T | 执行力/T,,
1925-s0000,13,todo,人工智能招聘,span_mismatch,,1、负责电商业务数据采集整理，对数据进行深度分析、挖掘和建模；,电商业务数据采集/S | 深度分析/S | 挖掘和/S,数据采集/S | 建模/S,电商业务数据采集/S,数据采集/S | 整理/S | 深度分析/S | 挖掘/S | 建模/S,,
1925-s0001,13,todo,人工智能招聘,empty_mismatch,,2、对用户行为数据进行分析和挖掘，建立数据分析体系及各项报表，并撰写分析报告；,用户行为数据进行/S | 建立数据分析体系/S | 撰写分析报告/S,数据分析/S,[],分析和挖掘/S | 数据分析体系/K | 报表/S | 撰写分析报告/S,,
1925-s0002,13,todo,人工智能招聘,empty_mismatch,,3、为公司电商运营决策、产品方向提供数据支持。,电商运营决/K | 产品方向提/K | 数据支持/S,电商运营/S,[],电商运营决策/K | 产品方向/K | 数据支持/S,,
1925-s0005,13,todo,人工智能招聘,span_mismatch,,任职要求：1、本科学历，统计学、数学、计算机语言等相关专业，英语4级或以上；,统计学、数学、计/K | 英语4级或以/L,本科学历/K | 统计学/K | 数学/K | 计算机/K | 相关专业/K | 英语/L,本科学历/K | 统计学/K | 数学/K | 计算机语言/K | 英语4级/K,统计学/K | 数学/K | 计算机语言/K | 英语/L,,
1925-s0006,13,todo,人工智能招聘,span_mismatch,,2、良好的沟通能力，能熟练完成抽取数据、制作图表、完成数字展示等流程，良好的适应能力及学习能力；,良好的沟通能力/T | 完成抽取数据、制/S | 良好的适应能力及/T,沟通能力/T | 良好的适应能力/T | 学习能力/T,沟通能力/T | 数字展示/S | 适应能力/T | 学习能力/T,沟通能力/T | 抽取数据/S | 制作图表/S | 数字展示/S | 适应能力/T | 学习能力/T,,
